Semester;College;Level;Major;Nationality;Gender;Total Registered
Fall 2015;Business and Economics;Master;Accounting;Qatari;Female;5
Fall 2015;Business and Economics;Master;Marketing;Non-Qatari;Male;2
Fall 2015;Education;Undergraduate;Education (Math & Sci);Non-Qatari;Male;5
Fall 2015;Education;Undergraduate;Primary Education;Qatari;Female;329
Fall 2015;Education;Undergraduate;Secondary Education;Non-Qatari;Female;164
Fall 2015;Education;Diploma;Early Childhood;Qatari;Female;10
Fall 2015;Education;Diploma;Special Education;Qatari;Female;11
Fall 2015;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Female;2
Fall 2015;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Female;98
Fall 2015;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;218
Fall 2015;Engineering;Doctorate - PhD;Computer Engineering;Non-Qatari;Male;1
Fall 2015;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Female;8
Fall 2015;Engineering;Doctorate - PhD;Mechanical Engineering;Non-Qatari;Male;2
Fall 2015;Engineering;Doctorate - PhD;Urban Planning and Design;Non-Qatari;Female;4
Fall 2015;Law;Master;Public Law;Qatari;Female;11
Fall 2015;No College Designated;Undergraduate;Undeclared;Qatari;Male;19
Fall 2015;Pharmacy;Foundation;Pharmacy Foundation;Non-Qatari;Female;6
Fall 2015;Pharmacy;Undergraduate;Pharmacy;Qatari;Female;8
Fall 2015;Pharmacy;Doctor in PharmD;Pharmacy-Part Time;Non-Qatari;Male;3
Fall 2015;Sharia and Islamic Studies;Undergraduate;General Sharia;Non-Qatari;Female;39
Fall 2015;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Male;17
Spring 2016;Arts and Sciences;Undergraduate;Human Nutrition;Qatari;Female;17
Spring 2016;Arts and Sciences;Undergraduate;Sport Science;Non-Qatari;Female;50
Spring 2016;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Male;1
Spring 2016;Arts and Sciences;Master;Material Sci and Technology;Qatari;Female;3
Spring 2016;Business and Economics;Undergraduate;Economics;Qatari;Male;4
Spring 2016;Business and Economics;Master;Accounting;Qatari;Female;5
Spring 2016;Business and Economics;Master;Accounting;Qatari;Male;2
Spring 2016;Business and Economics;Master;Business Administration;Qatari;Male;5
Spring 2016;Business and Economics;Master;Marketing;Non-Qatari;Male;2
Spring 2016;Education;Undergraduate;General Education;Non-Qatari;Male;9
Spring 2016;Education;Undergraduate;General Education;Qatari;Female;281
Spring 2016;Education;Diploma;Early Childhood;Qatari;Female;5
Spring 2016;Education;Diploma;Primary Education;Non-Qatari;Female;12
Spring 2016;Education;Master;Education Leadership;Non-Qatari;Female;12
Spring 2016;Education;Master;Master of Special Education;Non-Qatari;Male;2
Spring 2016;Engineering;Foundation;Engineering Foundation;Qatari;Male;37
Spring 2016;Engineering;Undergraduate;Architecture;Qatari;Female;70
Spring 2016;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Male;113
Spring 2016;Engineering;Undergraduate;Civil Engineering;Qatari;Male;36
Spring 2016;Engineering;Undergraduate;General Engineering;Non-Qatari;Male;79
Spring 2016;Engineering;Undergraduate;Industrial and Systems Eng.;Non-Qatari;Female;77
Spring 2016;Engineering;Master;Engineering Management;Non-Qatari;Male;23
Spring 2016;Engineering;Master;Environmental Engineering;Non-Qatari;Female;8
Spring 2016;Engineering;Doctorate - PhD;Chemical Engineering;Non-Qatari;Male;2
Spring 2016;Engineering;Doctorate - PhD;Material Sci and Engin;Non-Qatari;Male;3
Spring 2016;Law;Master;Private Law;Qatari;Female;11
Spring 2016;Medicine;Undergraduate;General Medicine;Qatari;Male;6
Spring 2016;Sharia and Islamic Studies;Undergraduate;General Sharia;Qatari;Female;61
Spring 2016;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Non-Qatari;Female;7
Fall 2016;Arts and Sciences;Foundation;Science Foundation;Qatari;Male;9
Fall 2016;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Male;34
Fall 2016;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;39
Fall 2016;Arts and Sciences;Undergraduate;General Sport Science;Non-Qatari;Female;3
Fall 2016;Arts and Sciences;Undergraduate;General Sport Science;Qatari;Female;1
Fall 2016;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;157
Fall 2016;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Female;222
Fall 2016;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;84
Fall 2016;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;30
Fall 2016;Arts and Sciences;Master;Arabic Language & Literature;Qatari;Female;17
Fall 2016;Arts and Sciences;Master;Gulf Studies;Qatari;Male;2
Fall 2016;Arts and Sciences;Master;Material Sci and Technology;Qatari;Female;2
Fall 2016;Arts and Sciences;Certificate;Arab Lang Stdy for N-Nat Spk;Non-Qatari;Male;29
Fall 2016;Business and Economics;Undergraduate;Accounting;Qatari;Male;80
Fall 2016;Business and Economics;Undergraduate;Finance;Non-Qatari;Female;62
Fall 2016;Business and Economics;Undergraduate;Management;Non-Qatari;Male;30
Fall 2016;Business and Economics;Master;Business Administration;Qatari;Female;20
Fall 2016;Business and Economics;Doctorate - PhD;Business Administration;Qatari;Male;2
Fall 2016;Education;Undergraduate;General Education;Non-Qatari;Female;95
Fall 2016;Education;Undergraduate;Primary Education;Non-Qatari;Female;155
Fall 2016;Education;Undergraduate;Primary Education;Qatari;Female;394
Fall 2016;Education;Undergraduate;Secondary Education;Qatari;Female;191
Fall 2016;Education;Master;Education Leadership;Qatari;Male;1
Fall 2016;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Male;70
Fall 2016;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;247
Fall 2016;Engineering;Undergraduate;Mechanical Engineering;Non-Qatari;Male;245
Fall 2016;Engineering;Undergraduate;Mechanical Engineering;Qatari;Male;75
Fall 2016;Engineering;Master;Mechanical Engineering;Qatari;Male;1
Fall 2016;Engineering;Doctorate - PhD;Civil Engineering;Non-Qatari;Male;3
Fall 2016;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Female;8
Fall 2016;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Male;1
Fall 2016;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Male;8
Fall 2016;Health Sciences;Master;Public Health;Qatari;Female;2
Fall 2016;Law;Master;Private Law;Qatari;Female;17
Fall 2016;Medicine;Foundation;Medicine Foundation;Non-Qatari;Female;3
Fall 2016;Medicine;Undergraduate;General Medicine;Qatari;Female;48
Fall 2016;Medicine;Undergraduate;Medicine;Non-Qatari;Female;17
Fall 2016;Medicine;Undergraduate;Medicine;Qatari;Female;13
Fall 2016;Medicine;Undergraduate;Medicine;Qatari;Male;3
Fall 2016;Pharmacy;Undergraduate;General Pharmacy;Qatari;Female;11
Fall 2016;Pharmacy;Doctor in PharmD;Pharmacy;Qatari;Female;3
Fall 2016;Pharmacy;Doctor in PharmD;Pharmacy-Part Time;Non-Qatari;Male;1
Spring 2017;Arts and Sciences;Undergraduate;Chemistry;Qatari;Female;18
Spring 2017;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;177
Spring 2017;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Female;315
Spring 2017;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Female;6
Spring 2017;Arts and Sciences;Master;Applied Statistics;Qatari;Female;2
Spring 2017;Arts and Sciences;Master;Environmental Sciences;Qatari;Female;3
Spring 2017;Business and Economics;Undergraduate;General Business;Qatari;Male;485
Spring 2017;Business and Economics;Undergraduate;Management Information System;Non-Qatari;Male;1
Spring 2017;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;7
Spring 2017;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;62
Spring 2017;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;16
Spring 2017;Business and Economics;Master;Accounting;Non-Qatari;Male;6
Spring 2017;Education;Foundation;Education Foundation;Non-Qatari;Female;4
Spring 2017;Education;Undergraduate;General Education;Non-Qatari;Male;21
Spring 2017;Education;Diploma;Early Childhood;Non-Qatari;Female;1
Spring 2017;Education;Diploma;Primary Education;Non-Qatari;Female;8
Spring 2017;Education;Master;Special Education;Non-Qatari;Male;1
Spring 2017;Engineering;Foundation;Engineering Foundation;Qatari;Female;85
Spring 2017;Engineering;Undergraduate;Electrical Engineering;Qatari;Female;56
Spring 2017;Engineering;Undergraduate;Electrical Engineering;Qatari;Male;23
Spring 2017;Engineering;Undergraduate;Mechanical Engineering;Non-Qatari;Male;230
Spring 2017;Engineering;Master;Computing;Qatari;Male;2
Spring 2017;Engineering;Master;Engineering Management;Qatari;Male;10
Spring 2017;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Female;7
Spring 2017;Engineering;Doctorate - PhD;Engineering Management;Qatari;Male;3
Spring 2017;Engineering;Doctorate - PhD;Urban Planning and Design;Non-Qatari;Male;1
Spring 2017;Health Sciences;Undergraduate;General Health Sciences;Qatari;Female;21
Spring 2017;Health Sciences;Master;Biomedical Sciences;Non-Qatari;Female;7
Spring 2017;Law;Undergraduate;Law;Qatari;Male;282
Spring 2017;Medicine;Undergraduate;General Medicine;Non-Qatari;Female;32
Spring 2017;Medicine;Undergraduate;Medicine;Non-Qatari;Female;17
Spring 2017;Pharmacy;Undergraduate;Pharmacy;Qatari;Female;9
Spring 2017;Pharmacy;Doctor in PharmD;Pharmacy-Part Time;Non-Qatari;Male;1
Spring 2017;Pharmacy;Master;Pharmacy;Non-Qatari;Female;16
Spring 2017;Pharmacy;Master;Pharmacy;Qatari;Female;2
Spring 2017;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Female;127
Spring 2017;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Non-Qatari;Male;15
Spring 2017;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Male;7
Fall 2017;Arts and Sciences;Foundation;Science Foundation;Qatari;Male;13
Fall 2017;Arts and Sciences;Undergraduate;Biology;Qatari;Female;20
Fall 2017;Arts and Sciences;Undergraduate;History;Non-Qatari;Female;17
Fall 2017;Arts and Sciences;Master;Applied Statistics;Qatari;Female;3
Fall 2017;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Male;8
Fall 2017;Arts and Sciences;Master;Environmental Sciences;Qatari;Female;2
Fall 2017;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Male;5
Fall 2017;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Male;9
Fall 2017;Business and Economics;Master;Business Administration;Qatari;Female;25
Fall 2017;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Female;6
Fall 2017;Education;Undergraduate;General Education;Qatari;Male;7
Fall 2017;Education;Undergraduate;Secondary Education;Qatari;Female;225
Fall 2017;Education;Diploma;Special Education;Non-Qatari;Male;14
Fall 2017;Education;Diploma;Special Education;Qatari;Female;13
Fall 2017;Education;Master;Master of Special Education;Non-Qatari;Female;5
Fall 2017;Education;Master;Special Education;Non-Qatari;Male;1
Fall 2017;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;25
Fall 2017;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Male;57
Fall 2017;Engineering;Master;Computing;Non-Qatari;Male;13
Fall 2017;Engineering;Master;Computing;Qatari;Female;7
Fall 2017;Engineering;Master;Urban Planning and Design;Non-Qatari;Male;2
Fall 2017;Engineering;Doctorate - PhD;Chemical Engineering;Non-Qatari;Female;3
Fall 2017;Engineering;Doctorate - PhD;Civil Engineering;Non-Qatari;Female;3
Fall 2017;Engineering;Doctorate - PhD;Engineering Management;Non-Qatari;Male;3
Fall 2017;Engineering;Doctorate - PhD;Material Sci and Engin;Non-Qatari;Female;1
Fall 2017;Health Sciences;Undergraduate;General Health Sciences;Qatari;Female;40
Fall 2017;Law;Master;Private Law;Non-Qatari;Female;8
Fall 2017;Medicine;Foundation;Medicine Foundation;Non-Qatari;Female;1
Fall 2017;Medicine;Foundation;Medicine Foundation;Non-Qatari;Male;1
Fall 2017;Medicine;Foundation;Medicine Foundation;Qatari;Male;3
Fall 2017;Medicine;Undergraduate;Medicine;Qatari;Male;8
Fall 2017;Pharmacy;Undergraduate;General Pharmacy;Qatari;Female;8
Fall 2017;Pharmacy;Doctor in PharmD;Pharmacy-Part Time;Qatari;Female;1
Fall 2017;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Male;30
Spring 2018;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Male;46
Spring 2018;Arts and Sciences;Undergraduate;English Language;Non-Qatari;Female;1
Spring 2018;Arts and Sciences;Undergraduate;General Arts;Qatari;Male;162
Spring 2018;Arts and Sciences;Undergraduate;General Science;Non-Qatari;Female;108
Spring 2018;Arts and Sciences;Undergraduate;History;Qatari;Male;16
Spring 2018;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;97
Spring 2018;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;274
Spring 2018;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;21
Spring 2018;Arts and Sciences;Master;Arabic Language & Literature;Qatari;Female;12
Spring 2018;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Male;4
Spring 2018;Arts and Sciences;Master;Gulf Studies;Qatari;Female;7
Spring 2018;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Female;7
Spring 2018;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Male;9
Spring 2018;Business and Economics;Undergraduate;Accounting;Qatari;Male;63
Spring 2018;Business and Economics;Undergraduate;Marketing;Qatari;Male;28
Spring 2018;Business and Economics;Master;Accounting;Qatari;Male;1
Spring 2018;Education;Foundation;Education Foundation;Non-Qatari;Female;5
Spring 2018;Education;Undergraduate;Special Education;Non-Qatari;Female;9
Spring 2018;Education;Diploma;Special Education;Non-Qatari;Male;7
Spring 2018;Education;Diploma;Special Education;Qatari;Female;6
Spring 2018;Education;Master;Master of Special Education;Non-Qatari;Female;4
Spring 2018;Education;Master;Master of Special Education;Qatari;Female;1
Spring 2018;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;121
Spring 2018;Engineering;Undergraduate;Chemical Engineering;Qatari;Male;21
Spring 2018;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Female;63
Spring 2018;Engineering;Undergraduate;Computer Science;Qatari;Female;76
Spring 2018;Engineering;Master;Computing;Qatari;Female;5
Spring 2018;Engineering;Master;Mechanical Engineering;Qatari;Male;2
Spring 2018;Engineering;Doctorate - PhD;Architecture;Non-Qatari;Female;1
Spring 2018;Engineering;Doctorate - PhD;Chemical Engineering;Non-Qatari;Female;2
Spring 2018;Engineering;Doctorate - PhD;Engineering Management;Non-Qatari;Male;2
Spring 2018;Law;Undergraduate;Law;Non-Qatari;Male;57
Spring 2018;Law;Master;Private Law;Non-Qatari;Male;3
Spring 2018;Medicine;Undergraduate;General Medicine;Qatari;Male;9
Spring 2018;No College Designated;Undergraduate;Undeclared;Non-Qatari;Female;14
Spring 2018;No College Designated;Undergraduate;Undeclared;Non-Qatari;Male;11
Spring 2018;Pharmacy;Master;Pharmacy;Non-Qatari;Female;13
Spring 2018;Sharia and Islamic Studies;Undergraduate;General Sharia;Non-Qatari;Female;261
Fall 2018;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Male;2
Fall 2018;Arts and Sciences;Undergraduate;General Science;Non-Qatari;Male;97
Fall 2018;Arts and Sciences;Undergraduate;General Sport Science;Non-Qatari;Male;1
Fall 2018;Arts and Sciences;Undergraduate;History;Non-Qatari;Male;3
Fall 2018;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;18
Fall 2018;Arts and Sciences;Undergraduate;Mathematics;Non-Qatari;Female;11
Fall 2018;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;193
Fall 2018;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;30
Fall 2018;Arts and Sciences;Undergraduate;Sport Science;Non-Qatari;Male;31
Fall 2018;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Female;16
Fall 2018;Arts and Sciences;Master;Arabic Language & Literature;Non-Qatari;Female;13
Fall 2018;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;14
Fall 2018;Arts and Sciences;Certificate;Arab Lang Stdy for N-Nat Spk;Non-Qatari;Male;37
Fall 2018;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;65
Fall 2018;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;33
Fall 2018;Business and Economics;Master;Marketing;Non-Qatari;Female;22
Fall 2018;Education;Undergraduate;Primary Education;Non-Qatari;Female;139
Fall 2018;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;20
Fall 2018;Health Sciences;Master;Biomedical Sciences;Non-Qatari;Female;10
Fall 2022;Education;Diploma;Primary Education;Qatari;Female;5
Fall 2022;Education;Diploma;Secondary Education;Non-Qatari;Male;5
Fall 2022;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Female;15
Fall 2022;Education;Master;Education Leadership;Non-Qatari;Female;1
Fall 2022;Education;Master;Special Education;Qatari;Female;7
Fall 2022;Engineering;Undergraduate;Electrical Engineering;Qatari;Female;96
Fall 2022;Engineering;Master;Urban Planning and Design;Non-Qatari;Male;6
Fall 2022;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Male;3
Fall 2022;Health Sciences;Undergraduate;Physical Therapy;Qatari;Female;18
Fall 2022;Law;Master;Private Law;Qatari;Female;22
Fall 2022;Law;Certificate;Law;Qatari;Male;1
Fall 2022;Medicine;Undergraduate;General Medicine;Qatari;Female;54
Fall 2022;Pharmacy;Undergraduate;General Pharmacy;Qatari;Male;5
Spring 2023;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;62
Spring 2023;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Male;5
Spring 2023;Arts and Sciences;Master;Gulf Studies;Qatari;Female;7
Spring 2023;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Male;6
Spring 2023;Business and Economics;Master;Accounting;Non-Qatari;Female;3
Spring 2023;Education;Undergraduate;General Education;Qatari;Male;110
Spring 2023;Engineering;Foundation;Engineering Foundation;Non-Qatari;Female;116
Spring 2023;Medicine;Undergraduate;Medicine;Non-Qatari;Female;120
Spring 2023;Sharia and Islamic Studies;Undergraduate;General Sharia;Non-Qatari;Male;56
Fall 2023;Arts and Sciences;Undergraduate;General Arts;Qatari;Male;372
Fall 2023;Arts and Sciences;Master;Arabic Language & Literature;Qatari;Female;16
Fall 2023;Arts and Sciences;Certificate;Corrosion Science;Non-Qatari;Female;3
Fall 2023;Business and Economics;Undergraduate;General Business;Non-Qatari;Male;215
Fall 2023;Business and Economics;Undergraduate;Marketing;Qatari;Male;15
Fall 2023;Education;Foundation;Education Foundation;Non-Qatari;Female;8
Fall 2023;Education;Undergraduate;General Education Sciences;Non-Qatari;Male;5
Fall 2023;Education;Diploma;Special Education;Non-Qatari;Female;4
Fall 2023;Education;Diploma;Special Education;Non-Qatari;Male;8
Fall 2023;Engineering;Master;Gas and Process Engineering;Non-Qatari;Female;7
