Semester;College;Level;Major;Nationality;Gender;Total Registered
Fall 2020;Medicine;Undergraduate;Medicine;Non-Qatari;Male;61
Fall 2020;Medicine;Undergraduate;Medicine;Qatari;Male;15
Fall 2020;Pharmacy;Foundation;Pharmacy Foundation;Qatari;Female;23
Fall 2020;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Qatari;Female;8
Fall 2020;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Qatari;Male;3
Fall 2020;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Non-Qatari;Female;12
Fall 2020;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Qatari;Male;10
Fall 2020;Sharia and Islamic Studies;Master;Religions & Dialog of Civiliz.;Qatari;Female;21
Fall 2020;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul Al Fiqh;Non-Qatari;Female;2
Spring 2021;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;97
Spring 2021;Arts and Sciences;Undergraduate;History;Qatari;Female;171
Spring 2021;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;13
Spring 2021;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;165
Spring 2021;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;62
Spring 2021;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Male;3
Spring 2021;Arts and Sciences;Master;Gulf Studies;Qatari;Male;2
Spring 2021;Arts and Sciences;Master;Material Sci and Technology;Qatari;Female;1
Spring 2021;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Male;4
Spring 2021;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Qatari;Male;1
Spring 2021;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Female;11
Spring 2021;Arts and Sciences;Certificate;Environmental Sciences;Qatari;Female;1
Spring 2021;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;92
Spring 2021;Business and Economics;Undergraduate;General Business;Qatari;Female;1159
Spring 2021;Business and Economics;Undergraduate;Management;Qatari;Male;108
Spring 2021;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;22
Spring 2021;Business and Economics;Master;Accounting;Qatari;Male;1
Spring 2021;Dental Medicine;Undergraduate;General - Dental Medicine;Qatari;Female;29
Spring 2021;Education;Foundation;Education Foundation;Non-Qatari;Female;16
Spring 2021;Education;Undergraduate;Physical Education;Qatari;Male;12
Spring 2021;Education;Undergraduate;Secondary Education;Qatari;Female;437
Spring 2021;Engineering;Master;Urban Planning and Design;Qatari;Female;3
Spring 2021;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Male;2
Spring 2021;Engineering;Doctorate - PhD;Engineering Management;Qatari;Female;3
Spring 2021;Engineering;Doctorate - PhD;Industrial and Systems Eng.;Qatari;Male;1
Spring 2021;Engineering;Doctorate - PhD;Urban Planning and Design;Non-Qatari;Female;3
Spring 2021;Health Sciences;Undergraduate;Physical Therapy;Qatari;Female;7
Spring 2021;Health Sciences;Undergraduate;Public Health;Non-Qatari;Female;13
Spring 2021;Health Sciences;Master;Public Health;Non-Qatari;Male;7
Spring 2021;Law;Master;Private Law;Non-Qatari;Male;5
Spring 2021;Medicine;Doctorate - PhD;Medical Sciences;Non-Qatari;Male;3
Spring 2021;No College Designated;Undergraduate;Undeclared;Non-Qatari;Female;2
Spring 2021;Pharmacy;Foundation;Pharmacy Foundation;Qatari;Female;12
Spring 2021;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;8
Spring 2021;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul Al Fiqh;Non-Qatari;Female;1
Spring 2021;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul Al Fiqh;Non-Qatari;Male;14
Fall 2021;Arts and Sciences;Foundation;Science Foundation;Non-Qatari;Female;64
Fall 2021;Arts and Sciences;Foundation;Science Foundation;Qatari;Female;48
Fall 2021;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Female;63
Fall 2021;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Male;18
Fall 2021;Arts and Sciences;Undergraduate;Chemistry;Qatari;Female;15
Fall 2021;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;49
Fall 2021;Arts and Sciences;Undergraduate;History;Qatari;Male;11
Fall 2021;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;148
Fall 2021;Arts and Sciences;Master;Environmental Sciences;Qatari;Female;6
Fall 2021;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;13
Fall 2021;Arts and Sciences;Certificate;Arab Lang Stdy for N-Nat Spk;Non-Qatari;Male;62
Fall 2021;Business and Economics;Undergraduate;Economics;Non-Qatari;Male;2
Fall 2021;Business and Economics;Undergraduate;General Business;Non-Qatari;Male;111
Fall 2021;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;26
Fall 2021;Business and Economics;Master;Accounting;Qatari;Female;12
Fall 2021;Education;Undergraduate;General Education Sciences;Non-Qatari;Male;7
Fall 2021;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;154
Fall 2021;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;104
Fall 2021;Engineering;Undergraduate;Computer Science;Qatari;Female;146
Fall 2021;Engineering;Master;Civil Engineering;Non-Qatari;Male;19
Fall 2021;Engineering;Master;Mechanical Engineering;Non-Qatari;Female;2
Fall 2021;Engineering;Master;Urban Planning and Design;Qatari;Female;3
Fall 2021;Engineering;Doctorate - PhD;Industrial and Systems Eng.;Non-Qatari;Male;1
Fall 2021;Engineering;Doctorate - PhD;Material Sci and Engin;Non-Qatari;Female;3
Fall 2021;Engineering;Doctorate - PhD;Material Sci and Engin;Non-Qatari;Male;1
Fall 2021;Engineering;Doctorate - PhD;Urban Planning and Design;Qatari;Female;2
Fall 2021;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;25
Fall 2021;Health Sciences;Undergraduate;Physical Therapy;Qatari;Female;11
Fall 2021;Health Sciences;Doctorate - PhD;Biomedical Sciences;Qatari;Female;2
Fall 2021;Law;Master;Public Law;Qatari;Female;30
Fall 2021;Law;Doctorate - PhD;Law;Qatari;Male;6
Fall 2021;No College Designated;Certificate;Undeclared;Qatari;Male;2
Fall 2021;Pharmacy;Foundation;Pharmacy Foundation;Non-Qatari;Male;2
Fall 2021;Pharmacy;Undergraduate;General Pharmacy;Non-Qatari;Male;23
Fall 2021;Pharmacy;Undergraduate;Pharmacy;Non-Qatari;Male;7
Fall 2021;Pharmacy;Undergraduate;Pharmacy;Qatari;Female;20
Fall 2021;Pharmacy;Doctorate - PhD;Pharmaceutical Sciences;Non-Qatari;Male;2
Fall 2021;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;14
Fall 2021;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul Al Fiqh;Qatari;Female;2
Spring 2022;Arts and Sciences;Foundation;Science Foundation;Qatari;Female;42
Spring 2022;Arts and Sciences;Undergraduate;Chemistry;Qatari;Male;1
Spring 2022;Arts and Sciences;Undergraduate;History;Qatari;Female;163
Spring 2022;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;30
Spring 2022;Arts and Sciences;Undergraduate;Science Foundation;Non-Qatari;Female;1
Spring 2022;Arts and Sciences;Undergraduate;Social Work;Qatari;Male;4
Spring 2022;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Female;18
Spring 2022;Arts and Sciences;Doctorate - PhD;Gulf Studies;Qatari;Male;1
Spring 2022;Business and Economics;Undergraduate;Accounting;Qatari;Male;105
Spring 2022;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;24
Spring 2022;Business and Economics;Master;Finance;Qatari;Male;2
Spring 2022;Business and Economics;Master;Marketing;Qatari;Female;8
Spring 2022;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Female;8
Spring 2022;Dental Medicine;Undergraduate;Dental Medicine;Qatari;Female;18
Spring 2022;Dental Medicine;Undergraduate;General - Dental Medicine;Qatari;Male;8
Spring 2022;Education;Undergraduate;General Education;Non-Qatari;Female;127
Spring 2022;Education;Undergraduate;Physical Education;Qatari;Female;120
Spring 2022;Education;Undergraduate;Primary Education;Qatari;Female;483
Spring 2022;Education;Diploma;Secondary Education;Non-Qatari;Female;4
Spring 2022;Engineering;Foundation;Engineering Foundation;Qatari;Male;146
Spring 2022;Engineering;Undergraduate;Mechatronics Engineering;Non-Qatari;Female;22
Spring 2022;Engineering;Master;Civil Engineering;Non-Qatari;Male;18
Spring 2022;Engineering;Master;Computing;Non-Qatari;Female;12
Spring 2022;Engineering;Doctorate - PhD;Computer Engineering;Non-Qatari;Female;4
Spring 2022;Engineering;Doctorate - PhD;Computer Science;Qatari;Female;1
Spring 2022;Engineering;Doctorate - PhD;Engineering Management;Non-Qatari;Female;5
Spring 2022;Engineering;Doctorate - PhD;Engineering Management;Qatari;Male;20
Spring 2022;Engineering;Doctorate - PhD;Environmental Engineering;Non-Qatari;Male;3
Spring 2022;Engineering;Doctorate - PhD;Environmental Engineering;Qatari;Male;2
Spring 2022;Engineering;Doctorate - PhD;Industrial and Systems Eng.;Non-Qatari;Male;2
Spring 2022;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;35
Spring 2022;Health Sciences;Undergraduate;Physical Therapy;Qatari;Female;20
Spring 2022;Health Sciences;Master;Public Health;Qatari;Female;1
Spring 2022;Law;Certificate;Law;Qatari;Female;5
Spring 2022;Law;Certificate;Law;Qatari;Male;3
Spring 2022;Medicine;Undergraduate;Medicine;Qatari;Female;122
Spring 2022;Medicine;Doctorate - PhD;Medical Sciences;Non-Qatari;Male;5
Spring 2022;Pharmacy;Undergraduate;General Pharmacy;Qatari;Male;3
Spring 2022;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul Al Fiqh;Qatari;Female;12
Spring 2022;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Female;61
Spring 2022;Sharia and Islamic Studies;Master;Religions & Dialog of Civiliz.;Qatari;Male;4
Fall 2022;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Male;1
Fall 2022;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;79
Fall 2022;Arts and Sciences;Undergraduate;Biology;Non-Qatari;Female;89
Fall 2022;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Male;4
Fall 2022;Arts and Sciences;Undergraduate;General Arts;Qatari;Male;245
Fall 2022;Arts and Sciences;Undergraduate;History;Non-Qatari;Female;31
Fall 2022;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;44
Fall 2022;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;252
Fall 2022;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Female;14
Fall 2022;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;13
Fall 2022;Arts and Sciences;Doctorate - PhD;Gulf Studies;Qatari;Female;16
Fall 2022;Arts and Sciences;Certificate;Arab Lang Stdy for N-Nat Spk;Non-Qatari;Female;57
Fall 2022;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;37
Fall 2022;Business and Economics;Undergraduate;Economics;Non-Qatari;Male;3
Fall 2022;Business and Economics;Undergraduate;Economics;Qatari;Male;3
Fall 2022;Business and Economics;Undergraduate;General Business;Qatari;Male;474
Fall 2022;Business and Economics;Master;Finance;Qatari;Male;1
Fall 2022;Education;Foundation;Education Foundation;Non-Qatari;Female;6
Fall 2022;Education;Diploma;Early Childhood;Qatari;Female;4
Fall 2022;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Male;1
Fall 2022;Engineering;Foundation;Engineering Foundation;Non-Qatari;Male;72
Fall 2022;Engineering;Undergraduate;Architecture;Qatari;Female;134
Fall 2022;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Male;137
Fall 2022;Engineering;Undergraduate;Computer Science;Qatari;Male;65
Fall 2022;Engineering;Undergraduate;Mechatronics Engineering;Non-Qatari;Female;32
Fall 2022;Engineering;Doctorate - PhD;Computer Engineering;Non-Qatari;Male;5
Fall 2022;Engineering;Doctorate - PhD;Computer Science;Non-Qatari;Female;15
Fall 2022;Engineering;Doctorate - PhD;Materials Sci and Engin;Non-Qatari;Female;4
Fall 2022;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;34
Fall 2022;Health Sciences;Undergraduate;Human Nutrition;Qatari;Female;51
Fall 2022;Health Sciences;Master;Public Health;Non-Qatari;Female;17
Fall 2022;Health Sciences;Doctorate - PhD;Biomedical Sciences;Non-Qatari;Female;2
Fall 2022;Law;Master;Private Law;Non-Qatari;Female;7
Fall 2022;Law;Master;Public Law;Qatari;Male;13
Fall 2022;Nursing;Foundation;Nursing Foundation;Qatari;Male;1
Fall 2022;Sharia and Islamic Studies;Master;Religions & Dialog of Civiliz.;Non-Qatari;Male;5
Spring 2023;Arts and Sciences;Undergraduate;General Science;Non-Qatari;Male;48
Spring 2023;Arts and Sciences;Undergraduate;Sport Science;Non-Qatari;Male;2
Spring 2023;Arts and Sciences;Doctorate - PhD;Gulf Studies;Qatari;Female;16
Spring 2023;Arts and Sciences;Certificate;Corrosion Science;Qatari;Female;1
Spring 2023;Business and Economics;Undergraduate;Economics;Qatari;Female;39
Spring 2023;Business and Economics;Undergraduate;Management Information Systems;Qatari;Female;76
Spring 2023;Business and Economics;Master;Business Administration;Qatari;Male;6
Spring 2023;Education;Undergraduate;Primary Education;Qatari;Female;449
Spring 2023;Education;Undergraduate;Secondary Education;Qatari;Male;10
Spring 2023;Education;Undergraduate;Special Education;Qatari;Female;67
Spring 2023;Education;Diploma;Early Childhood;Qatari;Female;3
Spring 2023;Education;Diploma;Primary Education;Qatari;Female;3
Spring 2023;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Female;5
Spring 2023;Engineering;Foundation;Engineering Foundation;Non-Qatari;Male;46
Spring 2023;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;188
Spring 2023;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;222
Spring 2023;Engineering;Doctorate - PhD;Architecture;Non-Qatari;Female;5
Spring 2023;Engineering;Doctorate - PhD;Industrial and Systems Eng.;Qatari;Male;1
Spring 2023;Engineering;Doctorate - PhD;Urban Planning and Design;Non-Qatari;Male;2
Spring 2023;Law;Master;Private Law;Non-Qatari;Female;5
Spring 2023;Pharmacy;Undergraduate;General Pharmacy;Qatari;Female;41
Spring 2023;QU Health;Doctorate - PhD;Biom. & Pharm. Research;Non-Qatari;Male;1
Spring 2023;Sharia and Islamic Studies;Master;Fiqh and Usul Al Fiqh;Non-Qatari;Male;9
Spring 2023;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul Al Fiqh;Qatari;Male;3
Fall 2023;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;101
Fall 2023;Arts and Sciences;Undergraduate;Physics;Non-Qatari;Female;3
Fall 2023;Arts and Sciences;Master;Environmental Sciences;Qatari;Female;3
Fall 2023;Arts and Sciences;Certificate;Environmental Sciences;Qatari;Female;4
Fall 2023;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;24
Fall 2023;Business and Economics;Master;Marketing;Non-Qatari;Male;2
Fall 2023;Education;Foundation;Education Foundation;Qatari;Female;4
Fall 2023;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;114
Fall 2023;QU Health;Doctorate - PhD;Clinic.&Population Health Res.;Qatari;Female;2
Fall 2023;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;3
Fall 2023;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul;Non-Qatari;Female;2
Spring 2024;Arts and Sciences;Undergraduate;History;Qatari;Female;156
Spring 2024;Arts and Sciences;Master;Arabic Language & Literature;Non-Qatari;Male;6
Spring 2024;Business and Economics;Undergraduate;Management;Qatari;Male;65
Spring 2024;Business and Economics;Master;Leadership;Qatari;Male;7
Spring 2024;Education;Undergraduate;Art Education;Non-Qatari;Female;7
Spring 2024;Education;Undergraduate;General Education;Non-Qatari;Male;48
Spring 2024;Education;Undergraduate;General Education Sciences;Non-Qatari;Female;14
Spring 2024;Education;Undergraduate;Special Education;Qatari;Male;1
Spring 2024;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Female;15
Spring 2024;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Male;2
Spring 2024;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;122
Spring 2024;Engineering;Doctorate - PhD;Environmental Engineering;Non-Qatari;Male;6
Spring 2024;Engineering;Doctorate - PhD;Materials Sci and Engin;Qatari;Female;1
Spring 2024;Health Sciences;Undergraduate;Public Health;Qatari;Female;34
Spring 2024;Medicine;Undergraduate;Medicine;Non-Qatari;Female;142
Spring 2024;Sharia and Islamic Studies;Master;Creed and Religions;Non-Qatari;Female;2
Fall 2024;Arts and Sciences;Undergraduate;History;Qatari;Female;160
Fall 2024;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;13
Fall 2024;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;18
Fall 2024;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;47
Fall 2024;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;197
Fall 2024;Arts and Sciences;Master;Arabic Language & Literature;Qatari;Female;18
Fall 2024;Arts and Sciences;Master;Defense studies;Qatari;Male;2
Fall 2024;Business and Economics;Undergraduate;Accounting;Qatari;Female;393
Fall 2024;Business and Economics;Undergraduate;Accounting;Qatari;Male;89
Fall 2024;Business and Economics;Undergraduate;Finance;Qatari;Male;36
Fall 2024;Education;Undergraduate;Secondary Education;Non-Qatari;Female;354
Fall 2024;Education;Diploma;Secondary Education;Non-Qatari;Male;12
Fall 2024;Education;Master;Curriculum,Instruc. & Assessm.;Qatari;Male;1
Fall 2024;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;118
Fall 2024;Engineering;Master;Gas and Process Engineering;Non-Qatari;Female;5
Fall 2024;Engineering;Doctorate - PhD;Chemical Engineering;Non-Qatari;Male;5
Fall 2024;Health Sciences;Foundation;Health Sciences Foundation;Non-Qatari;Male;1
Fall 2024;Nursing;Undergraduate;General Nursing;Qatari;Female;34
Fall 2024;Pharmacy;Doctorate - PhD;Pharmaceutical Sciences;Non-Qatari;Female;1
Spring 2025;Arts and Sciences;Undergraduate;App. Geog. & Geog. info.Sys;Non-Qatari;Male;1
Spring 2025;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;25
Spring 2025;Education;Undergraduate;General Education Sciences;Qatari;Female;12
Spring 2025;Education;Undergraduate;Special Education;Non-Qatari;Male;3
Spring 2025;Education;Diploma;Primary Education;Non-Qatari;Female;2
Spring 2025;Engineering;Undergraduate;Computer Engineering;Qatari;Female;350
Spring 2025;Engineering;Undergraduate;General Engineering;Qatari;Female;74
Spring 2025;Engineering;Master;Civil Engineering;Non-Qatari;Male;8
Spring 2025;Engineering;Master;Computing;Qatari;Male;1
Spring 2025;Engineering;Doctorate - PhD;Civil Engineering;Qatari;Male;1
Spring 2025;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;55
Spring 2025;Health Sciences;Undergraduate;Public Health;Qatari;Female;39
Spring 2025;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Qatari;Male;2
Spring 2025;Sharia and Islamic Studies;Master;Religions& Dialogue of Civil.;Qatari;Female;3
Spring 2016;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;85
Spring 2016;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;112
Spring 2016;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Male;18
Spring 2016;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;31
Spring 2016;Arts and Sciences;Master;Applied Statistics;Qatari;Female;2
Spring 2016;Arts and Sciences;Master;Environmental Sciences;Qatari;Female;5
Spring 2016;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Female;15
Spring 2016;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;93
Spring 2016;Business and Economics;Undergraduate;Economics;Non-Qatari;Male;5
Spring 2016;Business and Economics;Undergraduate;General Business;Non-Qatari;Female;291
Spring 2016;Business and Economics;Undergraduate;Management;Qatari;Female;250
Spring 2016;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;15
Spring 2016;Business and Economics;Master;Accounting;Non-Qatari;Female;15
Spring 2016;Business and Economics;Master;Business Administration;Non-Qatari;Male;18
Spring 2016;Education;Undergraduate;Education (Math & Sci);Non-Qatari;Female;17
Spring 2016;Education;Undergraduate;Education (Math & Sci);Non-Qatari;Male;3
Spring 2016;Education;Undergraduate;Special Education;Non-Qatari;Female;2
Spring 2016;Education;Diploma;Primary Education;Qatari;Female;4
Spring 2016;Education;Master;Education Leadership;Qatari;Female;11
Spring 2016;Education;Master;Special Education;Qatari;Female;2
Spring 2016;Engineering;Foundation;Engineering Foundation;Non-Qatari;Male;47
Spring 2016;Engineering;Foundation;Engineering Foundation;Qatari;Female;63
Spring 2016;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;53
Spring 2016;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;39
Spring 2016;Engineering;Undergraduate;Computer Science;Qatari;Male;16
Spring 2016;Engineering;Master;Computing;Non-Qatari;Male;12
Spring 2016;Engineering;Master;Electrical Engineering;Non-Qatari;Male;19
Spring 2016;Engineering;Master;Mechanical Engineering;Non-Qatari;Female;1
Spring 2016;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Male;8
Spring 2016;Engineering;Doctorate - PhD;Urban Planning and Design;Non-Qatari;Female;2
Spring 2016;Law;Undergraduate;Law & Sharia;Qatari;Female;1
Spring 2016;Law;Master;Private Law;Qatari;Male;3
Spring 2016;Medicine;Undergraduate;General Medicine;Non-Qatari;Female;23
Spring 2016;Pharmacy;Undergraduate;Pharmacy;Non-Qatari;Female;92
Spring 2016;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;52
Fall 2016;Arts and Sciences;Foundation;Science Foundation;Qatari;Female;103
Fall 2016;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Female;37
Fall 2016;Arts and Sciences;Undergraduate;Biology;Non-Qatari;Female;95
Fall 2016;Arts and Sciences;Undergraduate;General Science;Non-Qatari;Female;159
Fall 2016;Arts and Sciences;Undergraduate;General Science;Qatari;Male;15
Fall 2016;Arts and Sciences;Undergraduate;General Sport Science;Non-Qatari;Male;3
Fall 2016;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Male;41
Fall 2016;Arts and Sciences;Undergraduate;Sport Science;Non-Qatari;Male;39
Fall 2016;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;30
Fall 2016;Arts and Sciences;Undergraduate;Statistics;Qatari;Male;3
Fall 2016;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Male;4
Fall 2016;Business and Economics;Undergraduate;Economics;Qatari;Male;7
Fall 2016;Business and Economics;Undergraduate;Management;Qatari;Female;243
Fall 2016;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;58
Fall 2016;Business and Economics;Undergraduate;Marketing;Qatari;Female;261
Fall 2016;Business and Economics;Doctorate - PhD;Business Administration;Qatari;Female;2
Fall 2016;Education;Undergraduate;Education (Math & Sci);Qatari;Female;4
Fall 2016;Education;Master;Education Leadership;Non-Qatari;Male;2
Fall 2016;Education;Master;Special Education;Non-Qatari;Female;13
Fall 2016;Education;Master;Special Education;Non-Qatari;Male;1
Fall 2016;Engineering;Foundation;Engineering Foundation;Non-Qatari;Male;35
Fall 2016;Engineering;Foundation;Engineering Foundation;Qatari;Male;71
Fall 2016;Engineering;Undergraduate;Architecture;Non-Qatari;Female;48
Fall 2016;Engineering;Undergraduate;Civil Engineering;Qatari;Male;37
Fall 2016;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;43
Fall 2016;Engineering;Master;Computing;Qatari;Female;5
Fall 2016;Engineering;Master;Electrical Engineering;Non-Qatari;Male;20
Fall 2016;Engineering;Master;Engineering Management;Non-Qatari;Male;19
Fall 2016;Engineering;Doctorate - PhD;Computer Science;Qatari;Female;1
Fall 2016;Engineering;Doctorate - PhD;Engineering Management;Qatari;Female;4
Fall 2016;Health Sciences;Undergraduate;General Health Sciences;Qatari;Female;7
Fall 2016;Health Sciences;Master;Biomedical Sciences;Non-Qatari;Female;9
Fall 2016;Law;Undergraduate;Law;Qatari;Female;719
Fall 2016;Law;Master;Public Law;Non-Qatari;Male;1
Fall 2016;No College Designated;Undergraduate;Undeclared;Qatari;Male;32
Fall 2016;Pharmacy;Foundation;Pharmacy Foundation;Non-Qatari;Female;5
Fall 2016;Pharmacy;Doctor in PharmD;Pharmacy;Non-Qatari;Male;1
Fall 2016;Pharmacy;Master;Pharmacy;Non-Qatari;Female;20
Fall 2016;Sharia and Islamic Studies;Undergraduate;General Sharia;Qatari;Female;168
Fall 2016;Sharia and Islamic Studies;Undergraduate;General Sharia;Qatari;Male;26
Spring 2017;Arts and Sciences;Foundation;Science Foundation;Qatari;Male;7
Spring 2017;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;88
Spring 2017;Arts and Sciences;Undergraduate;General Sport Science;Qatari;Female;2
Spring 2017;Arts and Sciences;Undergraduate;History;Non-Qatari;Male;2
Spring 2017;Arts and Sciences;Undergraduate;History;Qatari;Male;12
Spring 2017;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;282
Spring 2017;Arts and Sciences;Undergraduate;Social Work;Non-Qatari;Female;35
Spring 2017;Arts and Sciences;Undergraduate;Social Work;Qatari;Male;6
Spring 2017;Arts and Sciences;Undergraduate;Sociology;Qatari;Female;404
Spring 2017;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Male;18
Spring 2017;Arts and Sciences;Master;Public Health;Qatari;Female;3
Spring 2017;Business and Economics;Undergraduate;Finance;Qatari;Female;145
Spring 2017;Business and Economics;Undergraduate;General Business;Non-Qatari;Female;275
Spring 2017;Business and Economics;Undergraduate;Management Information System;Qatari;Female;1
Spring 2017;Education;Undergraduate;General Education;Non-Qatari;Female;83
Spring 2017;Education;Undergraduate;General Education;Qatari;Male;7
Spring 2017;Education;Diploma;Early Childhood;Qatari;Female;4
Spring 2017;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Male;3
Spring 2017;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;131
Spring 2017;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;94
Spring 2017;Engineering;Master;Electrical Engineering;Qatari;Female;1
Spring 2017;Engineering;Master;Engineering Management;Non-Qatari;Female;11
Spring 2017;Engineering;Master;Urban Planning and Design;Qatari;Female;4
Spring 2017;Engineering;Master;Urban Planning and Design;Qatari;Male;1
Spring 2017;Engineering;Doctorate - PhD;Chemical Engineering;Non-Qatari;Male;1
Spring 2017;Engineering;Doctorate - PhD;Civil Engineering;Non-Qatari;Female;3
Spring 2017;Health Sciences;Master;Public Health;Non-Qatari;Male;3
Spring 2017;Law;Undergraduate;Law;Non-Qatari;Male;50
Spring 2017;Medicine;Foundation;Medicine Foundation;Non-Qatari;Female;1
Spring 2017;Medicine;Foundation;Medicine Foundation;Qatari;Male;3
Spring 2017;Medicine;Undergraduate;General Medicine;Non-Qatari;Male;17
Spring 2017;Medicine;Undergraduate;Medicine;Qatari;Male;3
Spring 2017;No College Designated;Undergraduate;Undeclared;Qatari;Female;128
Spring 2017;Pharmacy;Doctor in PharmD;Pharmacy;Non-Qatari;Female;14
