Academic Year;Semester;College;Level;Major;Nationality;Gender;Number of Graduates
2021-22;Spring 2022;Arts and Sciences;Undergraduate;English Literature&Linguistics;Qatari;Female;30
2021-22;Spring 2022;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;10
2021-22;Spring 2022;Business and Economics;Undergraduate;Finance;Qatari;Female;16
2021-22;Spring 2022;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Non-Qatari;Female;6
2021-22;Spring 2022;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;20
2021-22;Spring 2022;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Female;8
2021-22;Spring 2022;Business and Economics;Master;Marketing;Qatari;Female;3
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;23
2021-22;Spring 2022;Engineering;Doctorate - PhD;Materials Sci and Engin;Non-Qatari;Male;1
2021-22;Spring 2022;Engineering;Doctorate - PhD;Mechanical Engineering;Non-Qatari;Male;2
2021-22;Spring 2022;Pharmacy;Doctor in PharmD;Pharmacy;Qatari;Female;3
2021-22;Spring 2022;Pharmacy;Undergraduate;Pharmacy;Qatari;Female;2
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;13
2021-22;Spring 2022;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Male;1
2021-22;Spring 2022;Education;Undergraduate;Special Education;Non-Qatari;Female;6
2022-23;Summer 2022;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;23
2022-23;Summer 2022;Business and Economics;Undergraduate;Accounting;Qatari;Male;13
2022-23;Summer 2022;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;2
2022-23;Summer 2022;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;2
2022-23;Summer 2022;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Male;1
2022-23;Summer 2022;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;1
2022-23;Fall 2022;Business and Economics;Master;Accounting;Non-Qatari;Male;1
2022-23;Fall 2022;Business and Economics;Master;Accounting;Qatari;Male;1
2022-23;Fall 2022;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Female;2
2022-23;Fall 2022;Engineering;Undergraduate;Computer Engineering;Qatari;Male;1
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;5
2022-23;Fall 2022;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Non-Qatari;Female;2
2022-23;Fall 2022;Sharia and Islamic Studies;Master;Fiqh and Usul;Qatari;Female;1
2022-23;Fall 2022;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;1
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;6
2022-23;Fall 2022;Law;Master;Private Law;Qatari;Female;6
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;14
2022-23;Fall 2022;Sharia and Islamic Studies;Master;Religions& Dialogue of Civil.;Qatari;Male;1
2022-23;Spring 2023;Engineering;Doctorate - PhD;Architecture;Non-Qatari;Female;1
2022-23;Spring 2023;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Female;1
2022-23;Spring 2023;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Qatari;Female;2
2022-23;Spring 2023;Business and Economics;Undergraduate;Economics;Qatari;Male;1
2022-23;Spring 2023;Engineering;Undergraduate;Electrical Engineering;Qatari;Female;12
2022-23;Spring 2023;Law;Doctorate - PhD;Law;Qatari;Male;2
2022-23;Spring 2023;Business and Economics;Undergraduate;Management Information Systems;Qatari;Female;11
2022-23;Spring 2023;Health Sciences;Master;Public Health;Non-Qatari;Female;2
2023-24;Summer 2023;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;2
2023-24;Summer 2023;Engineering;Undergraduate;Computer Science;Qatari;Male;1
2023-24;Summer 2023;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;1
2023-24;Summer 2023;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;1
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Male;2
2023-24;Fall 2023;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;12
2023-24;Fall 2023;Engineering;Undergraduate;Computer Science;Qatari;Female;8
2023-24;Fall 2023;Business and Economics;Undergraduate;Economics;Qatari;Male;1
2023-24;Fall 2023;Engineering;Undergraduate;Electrical Engineering;Qatari;Female;2
2023-24;Fall 2023;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;14
2023-24;Fall 2023;Business and Economics;Undergraduate;Management;Non-Qatari;Male;3
2023-24;Fall 2023;Business and Economics;Undergraduate;Management Information Systems;Qatari;Male;2
2023-24;Fall 2023;Law;Master;Private Law;Qatari;Female;4
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Female;1
2023-24;Spring 2024;Health Sciences;Undergraduate;Biomedical Sciences;Non-Qatari;Female;11
2023-24;Spring 2024;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Qatari;Female;4
2023-24;Spring 2024;Engineering;Master;Engineering Management;Qatari;Female;1
2023-24;Spring 2024;Business and Economics;Undergraduate;Finance;Non-Qatari;Male;2
2023-24;Spring 2024;Engineering;Undergraduate;Mechanical Engineering;Non-Qatari;Male;29
2023-24;Spring 2024;Pharmacy;Master;Pharmacy;Non-Qatari;Female;4
2023-24;Spring 2024;Education;Diploma;Primary Education;Non-Qatari;Female;6
2023-24;Spring 2024;Health Sciences;Undergraduate;Public Health;Qatari;Female;6
2023-24;Spring 2024;Education;Undergraduate;Secondary Education;Qatari;Female;98
2015-16;Summer 2015;Arts and Sciences;Master;Arabic Language & Literature;Qatari;Female;1
2015-16;Summer 2015;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Female;1
2015-16;Summer 2015;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;2
2015-16;Summer 2015;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;2
2015-16;Summer 2015;Engineering;Undergraduate;Mechanical Engineering;Qatari;Male;3
2015-16;Fall 2015;Arts and Sciences;Undergraduate;Arabic Language;Non-Qatari;Female;6
2015-16;Fall 2015;Business and Economics;Master;Business Administration;Non-Qatari;Male;2
2015-16;Fall 2015;Engineering;Master;Engineering Management;Qatari;Female;1
2015-16;Fall 2015;Engineering;Master;Environmental Engineering;Non-Qatari;Female;1
2015-16;Fall 2015;Engineering;Undergraduate;Industrial and Systems Eng.;Qatari;Female;3
2015-16;Fall 2015;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;7
2015-16;Fall 2015;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;28
2015-16;Fall 2015;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Female;14
2015-16;Fall 2015;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;11
2015-16;Fall 2015;Education;Undergraduate;Primary Education;Qatari;Female;10
2015-16;Fall 2015;Education;Diploma;Secondary Education;Non-Qatari;Male;7
2015-16;Fall 2015;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;2
2015-16;Spring 2016;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;24
2015-16;Spring 2016;Arts and Sciences;Master;Arabic Language & Literature;Non-Qatari;Female;1
2015-16;Spring 2016;Business and Economics;Master;Business Administration;Non-Qatari;Male;2
2015-16;Spring 2016;Engineering;Undergraduate;Computer Engineering;Qatari;Female;3
2015-16;Spring 2016;Business and Economics;Undergraduate;Economics;Qatari;Female;6
2015-16;Spring 2016;Engineering;Master;Engineering Management;Qatari;Male;1
2015-16;Spring 2016;Law;Undergraduate;Law;Qatari;Male;24
2015-16;Spring 2016;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;1
2015-16;Spring 2016;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;7
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;4
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Public Health;Non-Qatari;Female;14
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Public Health;Qatari;Female;1
2015-16;Spring 2016;Education;Undergraduate;Secondary Education;Non-Qatari;Male;1
2015-16;Spring 2016;Education;Undergraduate;Secondary Education;Qatari;Female;21
2015-16;Spring 2016;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;33
2016-17;Summer 2016;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;4
2016-17;Summer 2016;Business and Economics;Master;Business Administration;Non-Qatari;Male;1
2016-17;Summer 2016;Business and Economics;Undergraduate;Economics;Qatari;Female;2
2016-17;Summer 2016;Business and Economics;Undergraduate;Finance;Qatari;Male;3
2016-17;Summer 2016;Arts and Sciences;Master;Gulf Studies;Non-Qatari;Female;1
2016-17;Summer 2016;Business and Economics;Undergraduate;Management;Non-Qatari;Female;4
2016-17;Summer 2016;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;2
2016-17;Summer 2016;Pharmacy;Master;Pharmacy;Non-Qatari;Male;1
2016-17;Summer 2016;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;5
