Academic Year;Semester;College;Level;Major;Nationality;Gender;Number of Graduates
2018-19;Fall 2018;Arts and Sciences;Undergraduate;Biological Sciences;Qatari;Female;2
2018-19;Fall 2018;Engineering;Master;Civil Engineering;Non-Qatari;Male;1
2018-19;Fall 2018;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Female;1
2018-19;Fall 2018;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;1
2018-19;Fall 2018;Business and Economics;Undergraduate;Management;Non-Qatari;Male;2
2018-19;Fall 2018;Business and Economics;Undergraduate;Management;Qatari;Male;12
2018-19;Fall 2018;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;2
2018-19;Fall 2018;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Male;1
2018-19;Fall 2018;Engineering;Undergraduate;Mechanical Engineering;Non-Qatari;Male;18
2018-19;Fall 2018;Law;Master;Private Law;Qatari;Female;1
2018-19;Fall 2018;Education;Diploma;Special Education;Qatari;Female;4
2018-19;Winter 2019;Business and Economics;Undergraduate;Accounting;Qatari;Male;12
2018-19;Winter 2019;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;2
2018-19;Winter 2019;Business and Economics;Undergraduate;Management;Qatari;Female;9
2018-19;Winter 2019;Business and Economics;Undergraduate;Marketing;Non-Qatari;Male;1
2018-19;Spring 2019;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;9
2018-19;Spring 2019;Business and Economics;Undergraduate;Accounting;Qatari;Male;10
2018-19;Spring 2019;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Male;1
2018-19;Spring 2019;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;2
2018-19;Spring 2019;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;13
2018-19;Spring 2019;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Male;4
2018-19;Spring 2019;Engineering;Master;Computing;Non-Qatari;Male;2
2018-19;Spring 2019;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;11
2018-19;Spring 2019;Sharia and Islamic Studies;Master;Fiqh and Usul;Non-Qatari;Female;1
2018-19;Spring 2019;Engineering;Undergraduate;Industrial and Systems Eng.;Non-Qatari;Female;6
2018-19;Spring 2019;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;10
2018-19;Spring 2019;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Male;1
2018-19;Spring 2019;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;1
2018-19;Spring 2019;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;7
2018-19;Spring 2019;Pharmacy;Doctor in PharmD;Pharmacy;Non-Qatari;Female;10
2018-19;Spring 2019;Pharmacy;Undergraduate;Pharmacy;Non-Qatari;Female;18
2018-19;Spring 2019;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Female;50
2018-19;Spring 2019;Education;Undergraduate;Primary Education;Non-Qatari;Female;19
2018-19;Spring 2019;Education;Undergraduate;Primary Education;Qatari;Female;66
2018-19;Spring 2019;Law;Master;Private Law;Qatari;Female;2
2018-19;Spring 2019;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;12
2018-19;Spring 2019;Arts and Sciences;Undergraduate;Sociology;Qatari;Female;50
2018-19;Spring 2019;Education;Master;Special Education;Non-Qatari;Male;1
2019-20;Summer 2019;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;6
2019-20;Summer 2019;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;7
2019-20;Summer 2019;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;1
2019-20;Summer 2019;Engineering;Undergraduate;Electrical Engineering;Qatari;Female;3
2019-20;Summer 2019;Arts and Sciences;Undergraduate;History;Qatari;Male;1
2019-20;Summer 2019;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;14
2019-20;Summer 2019;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;4
2019-20;Summer 2019;Arts and Sciences;Undergraduate;Social Work;Qatari;Female;8
2019-20;Summer 2019;Arts and Sciences;Undergraduate;Sociology;Qatari;Female;11
2019-20;Fall 2019;Business and Economics;Master;Accounting;Non-Qatari;Female;3
2019-20;Fall 2019;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;4
2019-20;Fall 2019;Business and Economics;Master;Accounting;Qatari;Male;1
2019-20;Fall 2019;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Female;1
2019-20;Fall 2019;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;1
2019-20;Fall 2019;Health Sciences;Master;Biomedical Sciences;Qatari;Male;1
2019-20;Fall 2019;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;24
2019-20;Fall 2019;Engineering;Master;Electrical Engineering;Non-Qatari;Male;1
2019-20;Fall 2019;Engineering;Undergraduate;Electrical Engineering;Qatari;Male;1
2019-20;Fall 2019;Business and Economics;Undergraduate;Finance;Qatari;Female;18
2019-20;Fall 2019;Sharia and Islamic Studies;Master;Fiqh and Usul;Qatari;Male;1
2019-20;Fall 2019;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Male;1
2019-20;Fall 2019;Education;Undergraduate;Secondary Education;Non-Qatari;Male;2
2019-20;Fall 2019;Arts and Sciences;Undergraduate;Sport Science;Qatari;Male;1
2019-20;Winter 2020;Business and Economics;Undergraduate;Accounting;Qatari;Male;4
2019-20;Spring 2020;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Non-Qatari;Female;2
2019-20;Spring 2020;Business and Economics;Master;Business Administration;Qatari;Male;1
2019-20;Spring 2020;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Female;1
2019-20;Spring 2020;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Male;5
2019-20;Spring 2020;Arts and Sciences;Undergraduate;History;Qatari;Female;21
2019-20;Spring 2020;Law;Undergraduate;Law;Non-Qatari;Female;5
2019-20;Spring 2020;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;10
2019-20;Spring 2020;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Qatari;Male;4
2019-20;Spring 2020;Education;Master;Special Education;Non-Qatari;Male;3
2019-20;Spring 2020;Education;Undergraduate;Special Education;Qatari;Female;49
2019-20;Spring 2020;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;2
2020-21;Summer 2020;Business and Economics;Undergraduate;Accounting;Qatari;Female;22
2020-21;Summer 2020;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;8
2020-21;Summer 2020;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;4
2020-21;Summer 2020;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;1
2020-21;Summer 2020;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;4
2020-21;Summer 2020;Business and Economics;Undergraduate;Finance;Qatari;Female;9
2020-21;Summer 2020;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Female;2
2020-21;Summer 2020;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;6
2020-21;Summer 2020;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Female;2
2020-21;Summer 2020;Business and Economics;Undergraduate;Marketing;Qatari;Female;11
2020-21;Summer 2020;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;8
2020-21;Summer 2020;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Female;62
2020-21;Summer 2020;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;5
2020-21;Summer 2020;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;2
2020-21;Fall 2020;Arts and Sciences;Doctorate - PhD;Biological & Environmental Sci;Qatari;Female;1
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Biological Sciences;Qatari;Female;2
2020-21;Fall 2020;Business and Economics;Master;Business Administration;Non-Qatari;Female;2
2020-21;Fall 2020;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Male;4
2020-21;Fall 2020;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;3
2020-21;Fall 2020;Engineering;Master;Computing;Non-Qatari;Male;4
2020-21;Fall 2020;Arts and Sciences;Master;Defense studies;Qatari;Male;3
2020-21;Fall 2020;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Male;1
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;1
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Female;2
2020-21;Fall 2020;Arts and Sciences;Undergraduate;History;Qatari;Female;20
2020-21;Fall 2020;Business and Economics;Undergraduate;Management Information Systems;Qatari;Female;4
2020-21;Fall 2020;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Female;4
2020-21;Fall 2020;Engineering;Doctorate - PhD;Mechanical Engineering;Non-Qatari;Male;1
2020-21;Fall 2020;Engineering;Undergraduate;Mechanical Engineering;Non-Qatari;Male;8
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Female;49
2020-21;Fall 2020;Law;Master;Private Law;Qatari;Female;9
2020-21;Fall 2020;Law;Master;Private Law;Qatari;Male;1
2020-21;Fall 2020;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Non-Qatari;Female;3
2020-21;Fall 2020;Education;Undergraduate;Secondary Education;Non-Qatari;Male;6
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;4
2020-21;Fall 2020;Education;Diploma;Special Education;Non-Qatari;Female;6
2020-21;Winter 2021;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;3
2020-21;Spring 2021;Business and Economics;Master;Accounting;Non-Qatari;Female;3
2020-21;Spring 2021;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;2
2020-21;Spring 2021;Health Sciences;Undergraduate;Biomedical Sciences;Qatari;Female;4
2020-21;Spring 2021;Business and Economics;Master;Business Administration;Qatari;Male;1
2020-21;Spring 2021;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Male;8
2020-21;Spring 2021;Engineering;Doctorate - PhD;Civil Engineering;Non-Qatari;Female;1
2020-21;Spring 2021;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Female;3
2020-21;Spring 2021;Business and Economics;Undergraduate;Economics;Qatari;Male;1
2020-21;Spring 2021;Engineering;Master;Engineering Management;Non-Qatari;Female;4
2020-21;Spring 2021;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;10
2020-21;Spring 2021;Engineering;Doctorate - PhD;Environmental Engineering;Non-Qatari;Male;1
2020-21;Spring 2021;Arts and Sciences;Doctorate - PhD;Gulf Studies;Non-Qatari;Female;1
2020-21;Spring 2021;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Male;2
2020-21;Spring 2021;Law;Undergraduate;Law;Non-Qatari;Female;16
2020-21;Spring 2021;Business and Economics;Undergraduate;Management;Non-Qatari;Female;5
2020-21;Spring 2021;Business and Economics;Undergraduate;Management;Qatari;Female;36
2020-21;Spring 2021;Engineering;Undergraduate;Mechanical Engineering;Qatari;Male;4
2020-21;Spring 2021;Education;Undergraduate;Physical Education;Non-Qatari;Female;4
2020-21;Spring 2021;Education;Undergraduate;Primary Education;Qatari;Female;75
2020-21;Spring 2021;Arts and Sciences;Undergraduate;Psychology;Qatari;Female;23
2020-21;Spring 2021;Law;Master;Public Law;Qatari;Male;3
2020-21;Spring 2021;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Female;3
2021-22;Summer 2021;Business and Economics;Undergraduate;Accounting;Qatari;Male;23
2021-22;Summer 2021;Engineering;Undergraduate;Architecture;Qatari;Female;7
2021-22;Summer 2021;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;3
2021-22;Summer 2021;Business and Economics;Undergraduate;Finance;Non-Qatari;Female;11
2021-22;Summer 2021;Arts and Sciences;Undergraduate;History;Qatari;Female;8
2021-22;Summer 2021;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;3
2021-22;Summer 2021;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;5
2021-22;Summer 2021;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Female;4
2021-22;Summer 2021;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;7
2021-22;Summer 2021;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;6
2021-22;Summer 2021;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Female;16
2021-22;Summer 2021;Pharmacy;Undergraduate;Pharmacy;Qatari;Female;1
2021-22;Summer 2021;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;1
2021-22;Fall 2021;Business and Economics;Master;Accounting;Qatari;Female;2
2021-22;Fall 2021;Engineering;Master;Computing;Qatari;Male;1
2021-22;Fall 2021;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Female;4
2021-22;Fall 2021;Sharia and Islamic Studies;Undergraduate;Dawa;Non-Qatari;Female;1
2021-22;Fall 2021;Business and Economics;Undergraduate;Economics;Qatari;Female;6
2021-22;Fall 2021;Engineering;Doctorate - PhD;Electrical Engineering;Non-Qatari;Female;1
2021-22;Fall 2021;Engineering;Undergraduate;Electrical Engineering;Qatari;Female;1
2021-22;Fall 2021;Engineering;Master;Engineering Management;Qatari;Male;1
2021-22;Fall 2021;Engineering;Master;Environmental Engineering;Non-Qatari;Female;2
2021-22;Fall 2021;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;1
2021-22;Fall 2021;Health Sciences;Undergraduate;Human Nutrition;Qatari;Female;7
2021-22;Fall 2021;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;25
2021-22;Fall 2021;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Non-Qatari;Female;5
2021-22;Fall 2021;Business and Economics;Undergraduate;Management;Non-Qatari;Female;5
2021-22;Fall 2021;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;2
2021-22;Fall 2021;Business and Economics;Master;Marketing;Non-Qatari;Female;2
2021-22;Fall 2021;Business and Economics;Master;Marketing;Non-Qatari;Male;1
2021-22;Fall 2021;Engineering;Undergraduate;Mechanical Engineering;Non-Qatari;Male;10
2021-22;Fall 2021;Law;Master;Public Law;Non-Qatari;Male;1
2021-22;Fall 2021;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Female;1
2021-22;Winter 2022;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Male;1
2021-22;Winter 2022;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;1
2021-22;Spring 2022;Business and Economics;Undergraduate;Accounting;Non-Qatari;Female;8
2021-22;Spring 2022;Arts and Sciences;Master;Applied Statistics;Non-Qatari;Female;4
2021-22;Spring 2022;Arts and Sciences;Master;Arabic Language & Literature;Qatari;Female;2
2021-22;Spring 2022;Business and Economics;Master;Business Administration;Non-Qatari;Male;3
2021-22;Spring 2022;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Male;7
2021-22;Spring 2022;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Female;6
2021-22;Spring 2022;Arts and Sciences;Master;Defense studies;Qatari;Male;6
2021-22;Spring 2022;Business and Economics;Undergraduate;Economics;Qatari;Female;8
2021-22;Spring 2022;Engineering;Master;Engineering Management;Non-Qatari;Female;3
2021-22;Spring 2022;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Non-Qatari;Male;4
2021-22;Spring 2022;Law;Undergraduate;Law;Qatari;Male;28
2021-22;Spring 2022;Health Sciences;Undergraduate;Public Health;Non-Qatari;Female;3
2021-22;Spring 2022;Sharia and Islamic Studies;Undergraduate;Quran and Sunnah;Non-Qatari;Male;1
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Sport Science;Non-Qatari;Male;4
2021-22;Spring 2022;Arts and Sciences;Undergraduate;Sport Science;Qatari;Female;5
2022-23;Summer 2022;Engineering;Undergraduate;Architecture;Qatari;Female;12
2022-23;Summer 2022;Business and Economics;Undergraduate;Economics;Qatari;Male;4
2022-23;Summer 2022;Arts and Sciences;Undergraduate;History;Qatari;Female;4
2022-23;Summer 2022;Sharia and Islamic Studies;Undergraduate;Islamic Studies;Qatari;Female;3
2022-23;Summer 2022;Business and Economics;Undergraduate;Management;Qatari;Male;16
2022-23;Fall 2022;Arts and Sciences;Master;Arabic Language & Literature;Non-Qatari;Female;1
2022-23;Fall 2022;Health Sciences;Master;Biomedical Sciences;Non-Qatari;Female;4
2022-23;Fall 2022;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;2
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Chemistry;Non-Qatari;Female;11
2022-23;Fall 2022;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;2
2022-23;Fall 2022;Sharia and Islamic Studies;Doctorate - PhD;Fiqh and Usul;Non-Qatari;Male;2
2022-23;Fall 2022;Arts and Sciences;Undergraduate;History;Qatari;Female;22
2022-23;Fall 2022;Business and Economics;Master;Marketing;Non-Qatari;Female;1
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;21
2022-23;Fall 2022;Engineering;Undergraduate;Mechanical Engineering;Qatari;Male;1
2022-23;Fall 2022;Medicine;Doctorate - PhD;Medical Sciences;Non-Qatari;Female;1
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;4
2022-23;Fall 2022;Sharia and Islamic Studies;Master;Quranic Sciences and Exegesis;Non-Qatari;Female;2
2022-23;Fall 2022;Education;Undergraduate;Secondary Education;Qatari;Female;49
2022-23;Fall 2022;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;7
2022-23;Spring 2023;Business and Economics;Master;Accounting;Non-Qatari;Male;2
2022-23;Spring 2023;Engineering;Undergraduate;Architecture;Qatari;Female;17
2022-23;Spring 2023;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Male;11
2022-23;Spring 2023;Education;Diploma;Early Childhood Education;Non-Qatari;Female;3
2022-23;Spring 2023;Engineering;Doctorate - PhD;Engineering Management;Non-Qatari;Male;2
2022-23;Spring 2023;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;14
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;21
2022-23;Spring 2023;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;9
2022-23;Spring 2023;Education;Master;Special Education;Non-Qatari;Female;4
2023-24;Summer 2023;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;5
2023-24;Summer 2023;Engineering;Undergraduate;Computer Engineering;Qatari;Female;4
2023-24;Summer 2023;Business and Economics;Undergraduate;Economics;Non-Qatari;Male;1
2023-24;Summer 2023;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;1
2023-24;Summer 2023;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;2
2023-24;Summer 2023;Arts and Sciences;Undergraduate;Sociology;Qatari;Female;5
2023-24;Fall 2023;Engineering;Undergraduate;Computer Engineering;Non-Qatari;Male;5
2023-24;Fall 2023;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Non-Qatari;Female;2
2023-24;Fall 2023;Arts and Sciences;Master;Environmental Sciences;Non-Qatari;Male;1
2023-24;Fall 2023;Health Sciences;Undergraduate;Human Nutrition;Non-Qatari;Female;11
2023-24;Fall 2023;Law;Undergraduate;Law;Non-Qatari;Male;5
2023-24;Fall 2023;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Male;5
2023-24;Fall 2023;Education;Undergraduate;Physical Education;Qatari;Female;2
2023-24;Fall 2023;Law;Master;Private Law;Qatari;Male;1
2023-24;Fall 2023;Health Sciences;Master;Public Health;Qatari;Female;1
2023-24;Winter 2024;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Female;7
2023-24;Spring 2024;Business and Economics;Master;Accounting;Non-Qatari;Female;1
2023-24;Spring 2024;Engineering;Master;Civil Engineering;Non-Qatari;Male;2
2023-24;Spring 2024;Engineering;Undergraduate;Computer Engineering;Qatari;Male;1
2023-24;Spring 2024;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;22
2023-24;Spring 2024;Arts and Sciences;Undergraduate;English Literature&Linguistics;Non-Qatari;Female;14
2023-24;Spring 2024;Sharia and Islamic Studies;Undergraduate;Fiqh and Usul;Qatari;Female;3
2023-24;Spring 2024;Arts and Sciences;Master;Material Sci and Technology;Non-Qatari;Male;2
2023-24;Spring 2024;Medicine;Undergraduate;Medicine;Non-Qatari;Female;25
2023-24;Spring 2024;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;6
2020-21;Summer 2020;Business and Economics;Undergraduate;Accounting;Non-Qatari;Male;8
2020-21;Summer 2020;Business and Economics;Undergraduate;Economics;Qatari;Female;3
2020-21;Summer 2020;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;1
2020-21;Fall 2020;Arts and Sciences;Undergraduate;Mass Communication;Non-Qatari;Female;6
2020-21;Fall 2020;Education;Diploma;Primary Education;Qatari;Female;6
2020-21;Fall 2020;Education;Undergraduate;Secondary Education;Qatari;Male;2
2020-21;Spring 2021;Business and Economics;Master;Accounting;Qatari;Female;2
2020-21;Spring 2021;Business and Economics;Undergraduate;Accounting;Qatari;Male;8
2020-21;Spring 2021;Business and Economics;Doctorate - PhD;Business Administration;Non-Qatari;Male;1
2020-21;Spring 2021;Engineering;Undergraduate;Chemical Engineering;Qatari;Female;15
2020-21;Spring 2021;Sharia and Islamic Studies;Undergraduate;Creed and Dawa;Qatari;Female;1
2020-21;Spring 2021;Education;Master;Curriculum,Instruc. & Assessm.;Non-Qatari;Female;11
2020-21;Spring 2021;Business and Economics;Undergraduate;Economics;Qatari;Female;5
2020-21;Spring 2021;Engineering;Undergraduate;Electrical Engineering;Qatari;Female;6
2020-21;Spring 2021;Sharia and Islamic Studies;Master;Fiqh and Usul;Qatari;Female;1
2020-21;Spring 2021;Law;Undergraduate;Law;Qatari;Male;52
2020-21;Spring 2021;Engineering;Undergraduate;Mechanical Engineering;Non-Qatari;Male;19
2020-21;Spring 2021;Pharmacy;Master;Pharmacy;Non-Qatari;Female;7
2020-21;Spring 2021;Arts and Sciences;Undergraduate;Psychology;Non-Qatari;Female;10
2020-21;Spring 2021;Education;Diploma;Secondary Education;Non-Qatari;Male;3
2020-21;Spring 2021;Education;Undergraduate;Special Education;Non-Qatari;Female;2
2020-21;Spring 2021;Education;Undergraduate;Special Education;Qatari;Male;1
2021-22;Summer 2021;Business and Economics;Undergraduate;Finance;Qatari;Female;18
2021-22;Summer 2021;Arts and Sciences;Undergraduate;History;Qatari;Male;1
2021-22;Summer 2021;Arts and Sciences;Undergraduate;International Affairs;Qatari;Female;9
2021-22;Fall 2021;Arts and Sciences;Undergraduate;Statistics;Non-Qatari;Male;2
2021-22;Fall 2021;Arts and Sciences;Undergraduate;Statistics;Qatari;Male;2
2021-22;Spring 2022;Business and Economics;Master;Accounting;Qatari;Female;1
2021-22;Spring 2022;Business and Economics;Undergraduate;Marketing;Non-Qatari;Female;3
2021-22;Spring 2022;Education;Undergraduate;Secondary Education;Qatari;Male;1
2021-22;Spring 2022;Education;Diploma;Special Education;Non-Qatari;Male;16
2022-23;Summer 2022;Engineering;Undergraduate;Computer Science;Non-Qatari;Female;6
2022-23;Summer 2022;Arts and Sciences;Undergraduate;International Affairs;Qatari;Male;6
2022-23;Summer 2022;Business and Economics;Undergraduate;Management;Non-Qatari;Female;7
2022-23;Summer 2022;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Male;5
2017-18;Summer 2017;Sharia and Islamic Studies;Undergraduate;Dawa;Qatari;Female;4
2017-18;Summer 2017;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Female;2
2017-18;Summer 2017;Arts and Sciences;Undergraduate;Environmental Sciences;Non-Qatari;Female;1
2017-18;Summer 2017;Business and Economics;Undergraduate;Management;Non-Qatari;Male;3
2017-18;Summer 2017;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Non-Qatari;Female;1
2017-18;Fall 2017;Arts and Sciences;Undergraduate;Arabic Language;Qatari;Female;8
2017-18;Fall 2017;Arts and Sciences;Undergraduate;Biological Sciences;Non-Qatari;Female;7
2017-18;Fall 2017;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;3
2017-18;Fall 2017;Engineering;Master;Electrical Engineering;Non-Qatari;Male;1
2017-18;Fall 2017;Business and Economics;Undergraduate;Management;Qatari;Female;31
2017-18;Fall 2017;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;1
2017-18;Spring 2018;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Male;16
2017-18;Spring 2018;Engineering;Undergraduate;Computer Science;Non-Qatari;Male;12
2017-18;Spring 2018;Engineering;Undergraduate;Electrical Engineering;Non-Qatari;Male;26
2017-18;Spring 2018;Arts and Sciences;Undergraduate;Environmental Sciences;Qatari;Male;2
2017-18;Spring 2018;Business and Economics;Undergraduate;Finance;Qatari;Female;26
2017-18;Spring 2018;Business and Economics;Master;Marketing;Non-Qatari;Female;4
2017-18;Spring 2018;Engineering;Undergraduate;Mechanical Engineering;Qatari;Male;3
2017-18;Spring 2018;Pharmacy;Doctor in PharmD;Pharmacy;Non-Qatari;Female;10
2017-18;Spring 2018;Health Sciences;Master;Public Health;Qatari;Female;1
2017-18;Spring 2018;Arts and Sciences;Undergraduate;Sport Science;Non-Qatari;Female;15
2018-19;Summer 2018;Arts and Sciences;Undergraduate;Mass Communication;Qatari;Male;5
2018-19;Summer 2018;Arts and Sciences;Undergraduate;Social Work;Qatari;Male;1
2018-19;Summer 2018;Arts and Sciences;Undergraduate;Statistics;Qatari;Female;1
2018-19;Fall 2018;Arts and Sciences;Undergraduate;History;Qatari;Male;2
2018-19;Fall 2018;Law;Undergraduate;Law;Qatari;Female;52
2018-19;Fall 2018;Law;Undergraduate;Law;Qatari;Male;17
2018-19;Fall 2018;Business and Economics;Undergraduate;Management Information Systems;Non-Qatari;Female;4
2018-19;Fall 2018;Arts and Sciences;Undergraduate;Policy, Planning, and Dev;Qatari;Male;6
2018-19;Fall 2018;Education;Undergraduate;Primary Education;Qatari;Female;51
2018-19;Fall 2018;Education;Undergraduate;Secondary Education;Non-Qatari;Female;21
2018-19;Fall 2018;Arts and Sciences;Undergraduate;Sociology;Non-Qatari;Female;4
2018-19;Spring 2019;Business and Economics;Master;Accounting;Non-Qatari;Female;1
2018-19;Spring 2019;Business and Economics;Master;Accounting;Qatari;Female;3
2018-19;Spring 2019;Health Sciences;Master;Biomedical Sciences;Qatari;Female;5
2018-19;Spring 2019;Business and Economics;Master;Business Administration;Non-Qatari;Female;2
2018-19;Spring 2019;Engineering;Undergraduate;Chemical Engineering;Non-Qatari;Female;23
2018-19;Spring 2019;Engineering;Master;Civil Engineering;Non-Qatari;Male;11
2018-19;Spring 2019;Engineering;Undergraduate;Civil Engineering;Non-Qatari;Male;31
2018-19;Spring 2019;Engineering;Undergraduate;Computer Engineering;Qatari;Female;13
2018-19;Spring 2019;Engineering;Undergraduate;Computer Science;Qatari;Female;2
2018-19;Spring 2019;Engineering;Master;Computing;Non-Qatari;Female;5
2018-19;Spring 2019;Business and Economics;Undergraduate;Economics;Non-Qatari;Female;6
2018-19;Spring 2019;Engineering;Master;Electrical Engineering;Non-Qatari;Female;1
2018-19;Spring 2019;Arts and Sciences;Undergraduate;International Affairs;Non-Qatari;Male;4
2018-19;Spring 2019;Law;Undergraduate;Law;Non-Qatari;Female;15
